subject	condition	generation	index	age	sex	group	rabbit	machine	scores	pre	post	chosen	chosenInput	useMachine	output	score	gameTime	surveyTime
170	3	2	2	25	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0	3,5,3,5,3,3;1,8,8,3,8,3;-1,11,11,1,13,3;-3,14,14,4,13,3;0,12,19,2,13,8;-2,15,24,5,13,8;1,13,24,3,13,13;-1,11,29,6,13,13;2,14,29,4,18,18;0,17,32,2,18,18;0,20,37,0,23,23;-2,23,37,3,23,23;1,21,37,3,23,23;4,24,42,6,23,28;7,22,47,11,21,33;5,25,52,9,21,38;3,28,57,9,26,38;6,26,57,12,31,43;4,24,57,17,36,43;2,27,55,20,36,48	3,2,3,4,3,4,3,4	4,3,2,3,2,3,4,4	2,1,0,4;5,3,1,2;4,5,2,1;0,2,5,4;5,4,1,0;1,0,3,4;3,5,0,1;4,5,2,1;4,3,5,1;3,4,2,0;3,4,5,1;4,5,2,1;1,2,0,5;5,4,3,0;5,0,3,1;2,1,5,3;1,0,5,4;3,0,2,1;4,3,2,1;5,4,1,2	0,0,0,0;1,1,0,0;1,0,1,1;0,1,0,0;1,0,0,1;1,0,1,0;0,1,1,0;0,0,1,0;1,0,1,1;0,0,1,0;0,1,1,1;0,0,0,1;0,0,1,0;1,0,1,1;0,0,0,1;0,0,0,1;0,1,1,0;0,0,1,1;0,0,1,1;0,1,0,1	1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0	0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1	3,1,4,7,7,12,15,13,11,14,17,17,15,13,16,19,24,27,30,30	9,6,7,8,7,6,9,6,8,8,8,7,7,7,6,7,6,6,6,8	14,13
171	3	2	3	48	Male	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1	3,5,3,5,3,3;1,8,8,3,8,3;-1,11,11,1,13,3;-3,14,14,4,13,3;0,12,19,2,13,8;-2,15,24,5,13,8;1,13,24,3,13,13;-1,11,29,6,13,13;2,14,29,4,18,18;0,17,32,2,18,18;0,20,37,0,23,23;-2,23,37,3,23,23;1,21,37,3,23,23;4,24,42,6,23,28;7,22,47,11,21,33;5,25,52,9,21,38;3,28,57,9,26,38;6,26,57,12,31,43;4,24,57,17,36,43;2,27,55,20,36,48	4,4,4,4,3,3,3,3	4,4,4,4,4,4,4,4	5,3,4,2;2,4,0,5;3,4,5,0;5,4,3,2;4,3,5,0;4,1,3,2;5,2,3,0;4,0,5,2;5,3,4,1;4,2,5,1;4,5,3,0;3,4,0,2;3,4,5,2;5,3,4,1;3,2,5,0;3,5,4,0;3,2,4,5;4,5,3,1;5,3,4,1;5,3,4,2	0,0,0,0;0,0,1,1;0,1,0,0;0,0,1,1;0,0,1,1;0,1,1,1;1,0,0,1;0,0,0,1;1,0,1,1;0,1,0,1;1,1,0,0;1,0,0,0;0,0,0,0;1,1,0,1;0,0,0,0;1,0,1,1;1,0,0,1;0,0,0,1;1,0,0,1;0,0,1,1	1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0	3,8,11,9,7,5,5,3,1,-1,-3,0,3,1,-1,2,5,8,11,14	18,8,8,6,11,8,7,7,6,8,8,7,6,6,6,7,6,6,6,8	17,9
172	3	2	4	32	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1	3,5,3,5,3,3;1,8,8,3,8,3;-1,11,11,1,13,3;-3,14,14,4,13,3;0,12,19,2,13,8;-2,15,24,5,13,8;1,13,24,3,13,13;-1,11,29,6,13,13;2,14,29,4,18,18;0,17,32,2,18,18;0,20,37,0,23,23;-2,23,37,3,23,23;1,21,37,3,23,23;4,24,42,6,23,28;7,22,47,11,21,33;5,25,52,9,21,38;3,28,57,9,26,38;6,26,57,12,31,43;4,24,57,17,36,43;2,27,55,20,36,48	5,5,5,5,5,5,5,5	5,5,5,5,5,5,5,5	5,2,3,0;5,2,3,1;1,3,2,5;3,1,5,4;4,2,3,0;5,3,2,4;4,2,3,1;4,5,3,2;4,2,0,5;3,0,4,1;5,3,2,4;5,0,3,2;5,0,4,2;5,0,1,4;3,2,4,0;4,2,3,5;4,1,0,5;3,0,4,1;3,2,5,0;4,0,3,1	0,0,0,0;1,0,1,0;1,0,1,0;1,1,0,0;0,1,0,1;0,1,1,0;0,0,0,0;0,0,1,1;1,0,1,1;0,0,0,1;1,0,1,1;0,0,1,0;0,1,0,0;1,1,1,0;0,0,1,0;1,0,1,0;0,0,1,1;0,0,0,1;0,1,1,1;1,1,0,0	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1	3,8,13,13,13,13,13,13,18,23,28,33,33,38,43,48,53,58,58,58	16,10,15,7,308,8,15,8,8,16,18,7,7,8,12,10,8,9,9,7	33,28
173	3	2	5	47	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1	3,5,3,5,3,3;1,8,8,3,8,3;-1,11,11,1,13,3;-3,14,14,4,13,3;0,12,19,2,13,8;-2,15,24,5,13,8;1,13,24,3,13,13;-1,11,29,6,13,13;2,14,29,4,18,18;0,17,32,2,18,18;0,20,37,0,23,23;-2,23,37,3,23,23;1,21,37,3,23,23;4,24,42,6,23,28;7,22,47,11,21,33;5,25,52,9,21,38;3,28,57,9,26,38;6,26,57,12,31,43;4,24,57,17,36,43;2,27,55,20,36,48	5,5,5,5,4,3,5,3	5,5,5,5,4,4,3,3	4,5,3,2;4,5,3,2;0,2,3,4;1,0,2,5;3,4,5,2;1,0,2,3;1,0,5,3;3,5,4,2;3,5,4,1;1,0,5,4;1,0,2,5;2,0,1,5;0,2,1,5;0,1,2,4;3,5,4,1;3,4,5,0;0,1,2,4;1,2,0,3;3,4,2,0;4,3,5,1	0,0,0,0;0,1,1,0;0,1,0,1;1,0,1,0;0,0,1,1;1,0,1,1;0,1,1,0;1,0,0,1;0,1,1,1;1,0,0,0;1,0,1,1;0,0,1,0;1,0,0,0;1,1,1,0;0,0,1,1;1,1,0,1;1,0,0,0;1,1,0,0;0,0,1,1;1,0,0,0	1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1	1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0	-2,-4,-6,-3,-5,-2,1,6,4,7,5,3,6,9,7,10,13,16,19,22	40,20,11,11,15,20,14,13,10,11,18,14,9,14,15,10,10,12,19,13	49,20
174	3	3	0	50	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1	3,3,3,3,3,-2;3,1,1,8,8,-4;3,-1,4,11,13,-6;8,2,7,9,13,-3;13,0,7,7,13,-5;18,3,12,5,13,-2;18,6,15,5,13,1;18,9,13,3,13,6;23,12,11,1,18,4;23,15,14,-1,23,7;28,18,17,-3,28,5;28,21,17,0,33,3;26,24,15,3,33,6;31,27,13,1,38,9;36,25,16,-1,43,7;36,28,19,2,48,10;41,31,24,5,53,13;46,34,27,8,58,16;46,32,30,11,58,19;46,35,30,14,58,22	4,4,4,3,4,4,3,3	3,4,4,3,3,3,3,3	1,5,4,3;0,1,2,3;1,5,3,4;3,4,5,0;0,2,1,5;1,2,0,4;2,0,1,4;2,0,1,4;0,1,2,4;4,3,5,1;0,1,2,4;4,3,1,2;3,5,1,2;3,1,0,2;4,5,3,2;2,0,4,3;3,5,2,0;3,1,2,0;5,3,4,2;1,2,4,5	0,1,0,0;1,1,1,0;0,0,1,1;0,0,1,1;1,0,0,0;1,1,1,0;1,0,1,0;0,0,1,0;1,1,0,1;1,0,1,1;1,1,1,1;1,1,1,0;1,1,1,0;0,1,1,0;0,1,1,0;0,1,0,0;0,0,0,0;0,0,0,0;0,0,1,0;0,1,1,0	0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	5,10,13,18,23,26,31,36,41,46,49,54,59,64,64,62,62,62,62,62	32,15,14,9,20,10,7,7,8,19,8,6,6,9,10,6,7,6,6,10	25,17
175	3	3	1	31	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0	3,3,3,3,3,-2;3,1,1,8,8,-4;3,-1,4,11,13,-6;8,2,7,9,13,-3;13,0,7,7,13,-5;18,3,12,5,13,-2;18,6,15,5,13,1;18,9,13,3,13,6;23,12,11,1,18,4;23,15,14,-1,23,7;28,18,17,-3,28,5;28,21,17,0,33,3;26,24,15,3,33,6;31,27,13,1,38,9;36,25,16,-1,43,7;36,28,19,2,48,10;41,31,24,5,53,13;46,34,27,8,58,16;46,32,30,11,58,19;46,35,30,14,58,22	4,5,4,3,3,4,4,3	3,3,5,3,3,2,4,4	1,2,3,0;4,0,3,5;4,0,5,3;2,1,5,0;5,3,2,0;5,0,2,1;3,1,5,4;0,1,2,3;5,1,4,2;0,3,5,1;0,5,1,2;4,1,3,2;0,1,4,2;4,0,3,2;2,0,5,1;4,5,1,3;5,3,4,0;0,5,3,1;2,3,4,1;1,0,3,2	0,0,0,0;0,1,0,1;1,0,0,1;1,1,1,1;0,0,0,1;1,1,1,1;0,1,1,0;0,1,0,0;0,1,1,0;0,0,1,1;1,0,1,1;1,1,1,0;0,1,0,0;1,1,0,0;0,0,1,1;0,0,0,0;0,0,0,0;0,0,0,0;0,0,1,1;0,1,0,1	1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1	0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0	3,6,6,9,9,12,12,10,8,13,11,16,14,14,17,20,25,30,35,38	15,11,5,8,8,6,5,6,4,6,4,5,4,6,5,5,7,5,5,5	8,7
176	3	3	2	40	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0	3,3,3,3,3,-2;3,1,1,8,8,-4;3,-1,4,11,13,-6;8,2,7,9,13,-3;13,0,7,7,13,-5;18,3,12,5,13,-2;18,6,15,5,13,1;18,9,13,3,13,6;23,12,11,1,18,4;23,15,14,-1,23,7;28,18,17,-3,28,5;28,21,17,0,33,3;26,24,15,3,33,6;31,27,13,1,38,9;36,25,16,-1,43,7;36,28,19,2,48,10;41,31,24,5,53,13;46,34,27,8,58,16;46,32,30,11,58,19;46,35,30,14,58,22	4,3,3,4,4,3,4,3	3,3,4,4,4,3,4,3	0,4,1,2;0,1,5,3;0,1,4,5;0,2,4,5;1,2,0,5;1,2,0,4;0,1,2,3;1,0,2,3;1,0,2,4;1,0,2,5;0,1,2,4;2,1,0,3;1,0,2,3;0,2,1,5;2,1,0,5;2,1,0,5;0,2,1,3;2,0,1,5;0,2,1,4;0,1,2,4	0,0,0,0;1,1,1,0;0,0,1,0;1,1,0,1;0,0,1,0;1,1,1,0;0,1,1,0;1,0,0,0;1,1,0,1;1,0,1,1;1,1,1,1;0,1,0,1;1,0,0,1;1,0,1,1;0,1,0,1;0,0,1,0;0,0,0,0;0,0,0,0;1,0,1,1;1,0,1,1	1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0	3,3,6,9,7,10,13,11,14,17,20,18,16,19,22,25,28,31,29,32	22,15,16,19,20,12,10,11,11,13,10,10,10,10,11,14,17,15,9,10	16,14
177	3	3	3	50	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0	3,3,3,3,3,-2;3,1,1,8,8,-4;3,-1,4,11,13,-6;8,2,7,9,13,-3;13,0,7,7,13,-5;18,3,12,5,13,-2;18,6,15,5,13,1;18,9,13,3,13,6;23,12,11,1,18,4;23,15,14,-1,23,7;28,18,17,-3,28,5;28,21,17,0,33,3;26,24,15,3,33,6;31,27,13,1,38,9;36,25,16,-1,43,7;36,28,19,2,48,10;41,31,24,5,53,13;46,34,27,8,58,16;46,32,30,11,58,19;46,35,30,14,58,22	3,4,2,3,4,1,2,3	4,3,2,3,4,4,3,3	3,2,5,1;2,5,0,3;3,2,1,4;1,4,2,3;2,5,0,3;1,3,0,4;1,5,2,3;0,3,1,5;0,5,1,3;3,2,5,1;4,1,2,5;4,1,3,2;1,5,0,3;4,2,3,1;2,0,4,3;3,1,0,4;2,5,0,3;1,3,4,2;0,2,4,3;5,0,1,4	0,0,1,0;1,1,1,0;1,1,0,1;1,0,1,0;0,0,1,0;1,0,1,0;1,1,1,0;0,0,1,1;1,0,1,0;0,1,1,1;1,1,1,0;1,1,1,0;1,1,0,1;1,0,0,1;0,0,0,1;0,0,1,0;0,0,0,0;0,0,0,0;1,0,1,0;0,1,0,1	1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1	0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0	3,6,9,7,5,8,6,4,2,5,8,6,9,12,17,22,25,28,31,34	47,15,13,12,20,11,7,7,7,15,8,9,9,6,17,9,7,7,8,8	20,17
178	3	3	4	43	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0	3,3,3,3,3,-2;3,1,1,8,8,-4;3,-1,4,11,13,-6;8,2,7,9,13,-3;13,0,7,7,13,-5;18,3,12,5,13,-2;18,6,15,5,13,1;18,9,13,3,13,6;23,12,11,1,18,4;23,15,14,-1,23,7;28,18,17,-3,28,5;28,21,17,0,33,3;26,24,15,3,33,6;31,27,13,1,38,9;36,25,16,-1,43,7;36,28,19,2,48,10;41,31,24,5,53,13;46,34,27,8,58,16;46,32,30,11,58,19;46,35,30,14,58,22	3,3,3,3,3,3,3,3	4,4,4,4,4,4,4,4	3,5,0,1;1,2,3,4;5,3,1,0;3,4,1,2;3,4,0,1;3,4,0,1;4,3,0,1;4,5,1,2;4,5,1,0;4,3,2,1;3,4,2,1;3,4,2,1;4,0,1,5;4,5,0,1;5,4,1,2;3,4,1,0;4,5,2,0;5,3,1,0;4,5,2,0;3,4,2,1	0,1,0,0;1,1,0,0;0,1,0,0;0,0,1,1;0,0,1,0;0,0,1,1;0,0,0,1;0,1,1,0;1,0,1,1;1,0,1,1;0,1,1,1;1,1,0,1;0,0,1,1;1,1,1,1;1,0,1,0;0,0,0,1;0,0,0,0;0,0,0,0;1,0,0,1;0,1,1,0	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1	5,10,15,15,15,15,15,15,13,13,18,23,23,28,28,33,38,43,48,48	14,11,6,6,13,5,4,5,6,8,5,6,7,5,5,5,4,6,5,5	10,7
179	3	3	5	35	Male	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0	3,3,3,3,3,-2;3,1,1,8,8,-4;3,-1,4,11,13,-6;8,2,7,9,13,-3;13,0,7,7,13,-5;18,3,12,5,13,-2;18,6,15,5,13,1;18,9,13,3,13,6;23,12,11,1,18,4;23,15,14,-1,23,7;28,18,17,-3,28,5;28,21,17,0,33,3;26,24,15,3,33,6;31,27,13,1,38,9;36,25,16,-1,43,7;36,28,19,2,48,10;41,31,24,5,53,13;46,34,27,8,58,16;46,32,30,11,58,19;46,35,30,14,58,22	3,3,2,2,2,2,1,1	4,4,4,4,3,3,2,2	5,4,0,2;0,1,3,4;2,0,4,5;0,1,3,4;1,2,3,4;1,0,3,5;1,0,3,5;2,1,3,4;1,0,4,3;0,3,5,4;3,5,4,2;2,1,0,4;3,4,5,0;4,5,1,2;0,1,4,3;3,5,4,0;2,0,1,5;1,4,3,5;0,2,3,4;2,0,4,5	1,0,0,0;1,1,0,0;1,0,1,0;1,1,0,0;0,0,0,0;1,1,0,1;1,0,0,1;0,1,0,0;1,1,1,0;0,0,1,1;0,0,1,1;0,1,0,1;1,0,1,0;1,1,1,0;0,1,0,1;0,0,0,1;0,0,0,0;0,0,0,0;1,0,0,1;1,1,1,0	0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0	0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1	5,10,15,15,18,23,23,23,26,31,31,31,34,32,32,37,42,47,45,45	19,12,7,7,23,18,8,4,10,15,9,7,6,8,8,5,5,5,5,6	24,20
180	3	4	0	25	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0	5,3,3,3,5,5;10,6,3,6,10,10;13,6,6,9,15,15;18,9,9,7,15,15;23,9,7,5,15,18;26,12,10,8,15,23;31,12,13,6,15,23;36,10,11,4,15,23;41,8,14,2,13,26;46,13,17,5,13,31;49,11,20,8,18,31;54,16,18,6,23,31;59,14,16,9,23,34;64,14,19,12,28,32;64,17,22,17,28,32;62,20,25,22,33,37;62,25,28,25,38,42;62,30,31,28,43,47;62,35,29,31,48,45;62,38,32,34,48,45	3,4,3,3,2,2,3,3	3,2,3,3,4,2,3,3	2,4,1,3;5,2,4,0;3,1,0,2;4,1,3,2;4,5,1,2;3,1,0,2;4,1,3,0;3,1,4,0;2,5,0,4;5,2,3,0;0,2,1,3;1,4,2,5;0,4,1,3;0,4,2,3;0,3,1,4;3,0,5,2;1,4,3,0;0,5,1,3;2,3,0,5;2,1,3,5	0,0,0,0;0,1,0,0;1,0,1,1;0,1,0,1;0,1,0,0;1,1,1,1;0,0,0,1;0,0,0,1;1,1,1,0;1,1,1,1;1,1,0,1;1,1,0,0;1,0,0,1;1,1,1,1;1,0,0,1;0,1,0,0;0,0,0,1;1,0,0,0;1,0,1,1;0,0,0,1	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0	3,1,-1,-3,-5,-7,-4,-1,2,5,8,11,14,17,15,18,21,24,27,30	14,11,42,11,17,38,9,8,15,10,13,37,8,9,11,10,7,8,8,7	203,10
181	3	4	1	26	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0	5,3,3,3,5,5;10,6,3,6,10,10;13,6,6,9,15,15;18,9,9,7,15,15;23,9,7,5,15,18;26,12,10,8,15,23;31,12,13,6,15,23;36,10,11,4,15,23;41,8,14,2,13,26;46,13,17,5,13,31;49,11,20,8,18,31;54,16,18,6,23,31;59,14,16,9,23,34;64,14,19,12,28,32;64,17,22,17,28,32;62,20,25,22,33,37;62,25,28,25,38,42;62,30,31,28,43,47;62,35,29,31,48,45;62,38,32,34,48,45	4,4,4,4,3,3,3,3	5,5,5,5,4,4,4,4	0,1,2,5;0,2,1,5;4,3,2,0;4,3,2,0;2,0,4,5;0,1,3,4;1,2,3,5;0,2,3,4;0,1,3,5;1,2,5,4;0,2,4,5;2,1,3,5;1,2,4,3;0,2,3,5;1,2,3,4;1,2,4,3;2,0,4,5;2,0,4,3;0,2,4,5;2,1,3,4	0,0,0,0;0,1,0,0;1,1,1,1;0,0,1,1;0,1,0,1;1,1,1,0;0,1,0,0;1,0,0,0;1,0,0,1;1,1,1,0;1,1,1,0;0,1,0,0;0,0,0,1;1,1,1,0;0,0,0,1;0,0,0,0;0,1,0,0;0,1,0,0;1,1,0,1;0,0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0	5,10,15,20,25,30,30,30,30,35,40,40,40,45,50,55,60,65,65,70	33,11,7,7,14,6,5,4,5,6,6,4,4,4,5,4,5,4,4,6	14,9
182	3	4	2	32	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0	5,3,3,3,5,5;10,6,3,6,10,10;13,6,6,9,15,15;18,9,9,7,15,15;23,9,7,5,15,18;26,12,10,8,15,23;31,12,13,6,15,23;36,10,11,4,15,23;41,8,14,2,13,26;46,13,17,5,13,31;49,11,20,8,18,31;54,16,18,6,23,31;59,14,16,9,23,34;64,14,19,12,28,32;64,17,22,17,28,32;62,20,25,22,33,37;62,25,28,25,38,42;62,30,31,28,43,47;62,35,29,31,48,45;62,38,32,34,48,45	3,3,3,3,3,3,3,3	2,2,3,3,5,5,3,3	5,1,4,2;4,1,3,0;4,0,3,1;5,0,3,1;5,2,4,0;5,2,3,1;4,1,3,2;3,0,4,2;3,1,5,0;3,5,4,1;3,4,5,2;5,3,4,2;4,5,3,0;5,4,3,0;3,5,4,2;3,5,4,1;5,4,3,2;4,3,5,1;3,4,5,0;5,3,4,0	0,0,0,0;0,0,0,0;1,1,1,0;0,1,0,1;1,0,0,1;1,1,1,1;0,0,0,1;0,1,0,0;0,0,1,1;1,1,0,1;1,1,0,1;0,0,1,0;0,1,1,1;0,1,1,1;0,1,1,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,1,1;1,0,1,1	1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1	3,6,9,7,10,15,15,15,15,20,25,25,30,35,40,45,50,55,60,60	24,7,9,5,11,6,6,4,5,7,5,4,4,4,5,4,4,4,4,4	10,14
183	3	4	3	45	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0	5,3,3,3,5,5;10,6,3,6,10,10;13,6,6,9,15,15;18,9,9,7,15,15;23,9,7,5,15,18;26,12,10,8,15,23;31,12,13,6,15,23;36,10,11,4,15,23;41,8,14,2,13,26;46,13,17,5,13,31;49,11,20,8,18,31;54,16,18,6,23,31;59,14,16,9,23,34;64,14,19,12,28,32;64,17,22,17,28,32;62,20,25,22,33,37;62,25,28,25,38,42;62,30,31,28,43,47;62,35,29,31,48,45;62,38,32,34,48,45	5,4,5,5,5,5,5,5	5,5,5,5,5,5,5,5	5,3,1,2;0,3,5,4;3,5,1,0;0,2,1,4;4,5,3,0;1,0,4,3;3,5,4,2;3,5,0,2;2,1,4,3;5,3,4,1;2,1,0,5;3,5,4,2;1,2,0,5;3,4,1,2;0,1,4,3;2,1,5,4;3,4,5,0;0,2,3,5;0,2,1,3;3,4,5,0	0,0,0,0;0,0,0,0;1,1,0,1;1,1,1,0;0,1,0,1;1,1,0,1;0,0,0,1;0,0,1,0;1,0,0,0;1,1,0,1;1,0,1,0;0,0,1,0;0,0,1,1;1,1,0,1;1,0,1,0;0,0,0,0;0,0,0,1;1,0,0,0;1,1,0,0;0,1,1,1	1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1	3,1,1,6,9,14,14,19,19,19,19,19,19,24,24,29,34,39,44,44	49,48,13,28,25,14,13,9,13,16,17,13,13,15,15,10,10,9,13,10	36,19
184	3	4	4	39	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0	5,3,3,3,5,5;10,6,3,6,10,10;13,6,6,9,15,15;18,9,9,7,15,15;23,9,7,5,15,18;26,12,10,8,15,23;31,12,13,6,15,23;36,10,11,4,15,23;41,8,14,2,13,26;46,13,17,5,13,31;49,11,20,8,18,31;54,16,18,6,23,31;59,14,16,9,23,34;64,14,19,12,28,32;64,17,22,17,28,32;62,20,25,22,33,37;62,25,28,25,38,42;62,30,31,28,43,47;62,35,29,31,48,45;62,38,32,34,48,45	3,3,4,4,4,4,3,3	3,4,3,3,4,4,3,3	2,0,4,5;3,5,2,1;4,3,2,0;4,5,0,1;4,5,1,0;5,3,1,0;3,5,0,2;3,5,2,0;5,4,3,0;4,5,1,0;3,5,2,1;3,4,0,1;4,5,0,1;3,5,4,1;3,5,1,0;5,4,0,2;4,3,2,1;5,4,0,1;3,4,0,1;5,3,1,2	0,0,0,0;0,0,1,0;1,1,1,1;0,0,1,1;0,1,0,1;1,1,1,1;0,0,1,1;0,0,0,1;1,0,0,1;0,1,1,1;1,0,1,0;0,1,1,1;0,1,1,0;1,0,1,0;0,1,0,1;0,0,1,0;0,0,0,0;0,0,1,0;0,0,1,0;1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	5,10,10,10,10,10,10,10,10,10,10,10,10,10,15,20,25,30,35,40	37,20,11,12,24,11,11,7,11,18,10,10,9,10,11,6,18,7,6,7	37,22
185	3	4	5	44	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0	5,3,3,3,5,5;10,6,3,6,10,10;13,6,6,9,15,15;18,9,9,7,15,15;23,9,7,5,15,18;26,12,10,8,15,23;31,12,13,6,15,23;36,10,11,4,15,23;41,8,14,2,13,26;46,13,17,5,13,31;49,11,20,8,18,31;54,16,18,6,23,31;59,14,16,9,23,34;64,14,19,12,28,32;64,17,22,17,28,32;62,20,25,22,33,37;62,25,28,25,38,42;62,30,31,28,43,47;62,35,29,31,48,45;62,38,32,34,48,45	5,4,5,4,5,4,5,4	5,4,5,4,5,4,5,4	4,5,3,1;4,5,1,0;3,2,5,1;4,0,3,2;4,5,3,1;2,1,0,5;3,0,5,1;2,3,0,4;2,0,1,4;4,5,3,1;5,4,2,0;3,0,5,2;3,2,4,1;0,5,1,4;4,2,5,0;2,5,0,4;4,5,1,2;3,0,5,2;3,1,4,2;5,2,4,1	0,0,0,0;0,0,0,0;1,1,1,0;0,1,0,1;0,1,0,0;1,1,1,1;0,1,0,0;0,0,1,0;1,1,0,0;0,1,1,1;0,1,1,1;0,1,0,0;1,0,0,0;1,0,0,1;1,0,1,1;0,0,1,0;0,0,0,0;0,1,0,0;0,0,0,1;1,0,1,0	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1	3,1,4,7,5,8,6,9,12,10,8,11,14,12,10,8,6,4,7,5	33,18,16,15,14,16,14,16,15,16,16,14,14,13,12,13,12,12,13,12	27,21
