subject	chain	generation	index	age	sex	group	rabbit	machine	scores	pre	post	chosen	chosenInput	useMachine	output	score	gameTime	IP_Hub_Country_Code	IP_Hub_ISP	IP_Hub_nonUSIP	IP_Hub_VPS	IP_Hub_recommend_block
4.0	0	1	4	33	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1	3,0,3,3,5,-2;1,0,6,6,10,-4;4,5,9,6,8,-6;4,10,12,11,11,-8;2,15,17,11,9,-10;5,20,15,16,12,-12;8,25,18,21,15,-9;6,30,23,26,18,-6;11,35,23,26,21,-8;9,40,26,26,24,-10;7,45,29,26,27,-12;7,50,29,26,25,-14;10,55,29,26,28,-16;13,60,27,31,31,-18;11,60,27,36,34,-20;14,60,27,36,32,-22;17,60,32,41,35,-24;22,60,32,41,38,-26;25,60,35,46,36,-28;30,60,40,46,34,-23	equal	less	4,3,2;5,4,3;1,2,0;0,1,2;1,0,2;1,2,0;0,1,2;1,0,2;0,2,1;0,1,2;1,0,2;0,1,2;2,1,0;2,0,1;0,2,1;0,1,2;1,0,2;1,0,2;0,2,1;2,1,0	0,0,0;1,0,0;1,1,1;0,1,1;1,0,1;1,0,1;1,1,1;1,0,1;1,0,1;0,1,1;1,0,1;0,1,0;0,1,1;0,1,1;1,1,1;0,1,1;1,0,0;1,0,1;0,0,1;0,1,0	1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0	-2,-2,1,6,11,16,19,24,29,34,39,44,47,52,52,52,52,55,58,63	18,9,8,6,8,7,7,5,4,6,4,6,4,4,7,4,4,6,4,8	US	SHENTEL	0	0	0
5.0	0	1	5	44	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1	3,0,3,3,5,-2;1,0,6,6,10,-4;4,5,9,6,8,-6;4,10,12,11,11,-8;2,15,17,11,9,-10;5,20,15,16,12,-12;8,25,18,21,15,-9;6,30,23,26,18,-6;11,35,23,26,21,-8;9,40,26,26,24,-10;7,45,29,26,27,-12;7,50,29,26,25,-14;10,55,29,26,28,-16;13,60,27,31,31,-18;11,60,27,36,34,-20;14,60,27,36,32,-22;17,60,32,41,35,-24;22,60,32,41,38,-26;25,60,35,46,36,-28;30,60,40,46,34,-23	equal	more	4,1,2;4,5,3;1,3,4;5,3,4;0,2,1;5,0,4;5,3,1;5,2,4;4,3,5;4,3,5;3,5,4;3,5,4;0,5,3;5,4,3;4,1,3;5,3,4;4,5,3;3,5,4;5,3,4;5,3,4	0,1,0;0,1,0;1,0,0;0,1,1;0,1,1;0,1,1;1,1,1;1,1,1;1,0,0;1,0,0;0,0,1;0,0,0;1,0,0;0,1,1;0,1,0;1,1,1;0,1,0;1,1,0;1,0,1;0,1,1	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1	3,6,4,7,10,8,11,14,12,10,8,6,4,2,5,3,6,9,7,5	26,7,7,6,7,7,6,7,5,6,5,5,5,5,6,5,5,5,5,5	US	CHARTER-20115	0	0	0
6.0	0	2	0	36	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	3,5,0,3,-2,3;1,10,5,1,-2,6;6,15,5,-1,1,4;4,20,10,2,6,7;4,25,10,5,11,10;9,30,10,8,16,8;9,35,15,6,19,11;9,40,20,4,24,14;12,40,20,7,29,12;12,45,25,10,34,10;15,50,30,13,39,8;15,50,35,11,44,6;15,55,40,14,47,4;13,60,45,17,52,2;16,60,45,15,52,5;16,60,45,18,52,3;21,65,45,16,52,6;21,65,45,19,55,9;26,70,50,24,58,7;31,75,50,27,63,5	idk	idk	0,1,2;0,1,2;4,3,5;0,4,2;4,3,5;0,1,2;3,5,4;1,2,0;3,2,0;4,5,3;1,2,0;4,5,3;1,0,2;5,4,3;4,5,3;0,1,2;4,3,5;1,0,2;0,2,1;5,3,4	0,0,1;1,0,0;1,0,0;0,1,1;1,1,1;1,1,0;0,1,1;1,1,0;1,0,1;1,0,1;1,1,1;1,0,0;1,0,1;0,1,1;1,0,1;1,1,1;1,1,0;1,1,1;0,0,0;1,0,0	0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0	0,3,3,6,4,9,14,19,24,29,34,34,39,44,44,44,44,44,49,54	33,19,12,11,20,8,11,7,10,14,10,7,6,7,10,7,7,4,4,8	US	TWC-11426-CAROLINAS	0	0	0
7.0	0	2	1	32	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1	3,5,0,3,-2,3;1,10,5,1,-2,6;6,15,5,-1,1,4;4,20,10,2,6,7;4,25,10,5,11,10;9,30,10,8,16,8;9,35,15,6,19,11;9,40,20,4,24,14;12,40,20,7,29,12;12,45,25,10,34,10;15,50,30,13,39,8;15,50,35,11,44,6;15,55,40,14,47,4;13,60,45,17,52,2;16,60,45,15,52,5;16,60,45,18,52,3;21,65,45,16,52,6;21,65,45,19,55,9;26,70,50,24,58,7;31,75,50,27,63,5	equal	less	1,4,0;5,3,4;0,1,5;1,0,2;4,3,5;3,5,4;2,1,5;2,1,0;4,3,5;5,3,4;0,1,2;4,5,3;2,0,5;5,4,3;2,0,1;4,5,3;1,0,2;5,3,4;1,2,0;4,3,5	0,1,0;0,1,1;1,1,0;1,0,1;1,1,1;1,0,1;1,1,1;1,1,0;1,1,0;0,1,1;1,1,1;1,0,0;1,0,0;0,1,1;1,0,1;1,1,0;0,0,1;0,0,0;0,0,0;0,0,1	1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0	1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1	-2,1,-1,2,5,8,6,9,12,10,15,15,18,23,26,26,31,31,36,36	34,11,7,6,10,25,7,4,5,10,8,6,5,5,5,7,4,5,7,6	US	SCOTTEPB	0	0	0
8.0	0	2	2	23	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0	3,5,0,3,-2,3;1,10,5,1,-2,6;6,15,5,-1,1,4;4,20,10,2,6,7;4,25,10,5,11,10;9,30,10,8,16,8;9,35,15,6,19,11;9,40,20,4,24,14;12,40,20,7,29,12;12,45,25,10,34,10;15,50,30,13,39,8;15,50,35,11,44,6;15,55,40,14,47,4;13,60,45,17,52,2;16,60,45,15,52,5;16,60,45,18,52,3;21,65,45,16,52,6;21,65,45,19,55,9;26,70,50,24,58,7;31,75,50,27,63,5	idk	equal	1,3,5;0,4,2;3,4,5;2,3,1;3,0,5;2,1,5;3,0,4;1,0,3;2,1,0;3,5,2;2,0,1;3,4,0;0,1,5;1,2,3;4,1,0;2,1,0;0,3,4;2,1,0;4,1,2;0,1,5	0,0,0;1,1,0;0,1,0;1,1,1;1,0,1;0,1,0;0,0,1;1,0,0;0,0,1;1,0,1;1,1,1;0,1,0;0,1,0;1,1,1;1,1,0;1,1,1;0,1,1;1,1,1;0,0,0;0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1	0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0	5,10,10,15,15,15,20,20,20,20,25,25,25,30,30,28,31,34,37,40	37,13,10,8,17,11,5,4,5,11,4,4,4,4,8,7,5,5,5,11	US	UUNET	0	0	0
9.0	0	2	3	48	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0	3,5,0,3,-2,3;1,10,5,1,-2,6;6,15,5,-1,1,4;4,20,10,2,6,7;4,25,10,5,11,10;9,30,10,8,16,8;9,35,15,6,19,11;9,40,20,4,24,14;12,40,20,7,29,12;12,45,25,10,34,10;15,50,30,13,39,8;15,50,35,11,44,6;15,55,40,14,47,4;13,60,45,17,52,2;16,60,45,15,52,5;16,60,45,18,52,3;21,65,45,16,52,6;21,65,45,19,55,9;26,70,50,24,58,7;31,75,50,27,63,5	equal	idk	4,1,3;4,3,1;5,4,1;5,3,1;5,4,1;0,2,4;3,5,2;4,5,2;2,5,0;5,3,1;5,3,1;3,4,1;1,2,5;3,5,2;3,4,2;3,5,1;3,4,0;0,1,4;5,3,2;1,2,4	1,0,0;1,1,0;0,1,1;1,1,1;1,1,1;1,0,1;0,1,1;1,1,1;0,0,1;0,1,1;0,1,1;0,1,0;1,1,0;1,0,1;1,1,1;0,1,1;1,1,0;1,1,0;1,0,0;0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0	5,10,15,20,25,30,35,40,40,45,50,50,55,60,60,60,60,60,65,70	39,19,15,14,27,11,9,9,14,19,9,8,11,8,21,7,8,11,8,15	US	COMCAST-7922	0	0	0
10.0	0	2	4	25	Male	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0	3,5,0,3,-2,3;1,10,5,1,-2,6;6,15,5,-1,1,4;4,20,10,2,6,7;4,25,10,5,11,10;9,30,10,8,16,8;9,35,15,6,19,11;9,40,20,4,24,14;12,40,20,7,29,12;12,45,25,10,34,10;15,50,30,13,39,8;15,50,35,11,44,6;15,55,40,14,47,4;13,60,45,17,52,2;16,60,45,15,52,5;16,60,45,18,52,3;21,65,45,16,52,6;21,65,45,19,55,9;26,70,50,24,58,7;31,75,50,27,63,5	more	idk	5,3,4;4,5,3;3,5,4;3,4,5;1,0,2;1,3,5;5,4,3;3,4,5;4,5,3;4,5,3;1,2,0;2,1,0;1,0,2;4,5,3;4,3,5;5,4,3;4,5,3;4,3,5;3,4,5;4,3,5	0,0,1;1,0,1;0,0,1;1,1,1;1,0,0;1,1,0;1,1,0;0,1,1;1,0,1;1,0,1;1,1,1;1,0,0;1,0,1;1,0,1;1,1,0;1,1,0;1,0,1;0,0,0;0,0,1;0,0,1	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0	5,10,10,15,15,15,15,15,13,13,18,23,23,23,23,23,23,28,28,33	10,9,6,6,28,6,4,3,4,11,4,6,4,3,4,3,3,4,3,4	US	UUNET	0	0	0
11.0	0	2	5	32	Male	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0	3,5,0,3,-2,3;1,10,5,1,-2,6;6,15,5,-1,1,4;4,20,10,2,6,7;4,25,10,5,11,10;9,30,10,8,16,8;9,35,15,6,19,11;9,40,20,4,24,14;12,40,20,7,29,12;12,45,25,10,34,10;15,50,30,13,39,8;15,50,35,11,44,6;15,55,40,14,47,4;13,60,45,17,52,2;16,60,45,15,52,5;16,60,45,18,52,3;21,65,45,16,52,6;21,65,45,19,55,9;26,70,50,24,58,7;31,75,50,27,63,5	equal	equal	5,1,4;4,0,3;4,3,1;0,5,3;1,3,5;4,2,0;0,1,2;2,5,1;1,4,3;2,4,1;4,5,0;2,4,5;2,3,5;5,0,1;2,4,5;0,3,5;2,5,4;2,5,4;2,1,0;1,4,3	0,0,1;1,1,1;1,0,1;0,1,1;1,1,1;1,0,1;0,1,1;1,1,1;0,1,1;1,1,1;1,0,1;1,1,0;1,1,0;0,0,1;1,1,0;1,0,1;1,0,1;1,0,0;0,0,0;0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1	5,5,10,15,15,15,15,20,25,30,35,40,45,50,55,55,55,55,55,55	17,9,6,6,9,8,4,4,4,6,5,4,3,4,4,3,3,3,4,5	US	ATT-INTERNET4	0	0	0
12.0	0	3	0	30	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0	0,-2,5,5,5,5;3,1,10,10,10,5;3,-1,10,15,10,10;6,2,15,20,15,15;4,5,15,25,15,15;9,8,15,30,15,15;14,6,20,35,15,15;19,9,20,40,15,20;24,12,20,40,13,25;29,10,20,45,13,30;34,15,25,50,18,35;34,15,25,50,23,40;39,18,25,55,23,45;44,23,30,60,23,50;44,26,30,60,23,55;44,26,28,60,23,55;44,31,31,60,23,55;44,31,34,60,28,55;49,36,37,65,28,55;54,36,40,70,33,55	equal	equal	0,3,1;5,4,1;1,4,0;5,0,4;1,4,0;1,0,5;1,0,5;4,0,1;4,2,5;0,1,3;3,4,2;2,3,1;4,5,3;0,2,1;4,2,1;4,5,3;5,3,4;2,1,4;1,5,3;0,1,2	1,0,1;1,0,0;0,0,0;1,1,1;1,0,0;1,1,0;0,1,0;0,1,1;0,0,1;1,0,1;1,1,1;0,0,0;0,1,1;1,1,1;1,1,0;1,1,1;1,1,1;0,1,0;0,1,0;0,1,0	1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0	3,1,-1,-1,-3,0,-2,-4,-6,-3,0,-2,1,4,2,5,3,6,4,7	8,7,7,7,22,8,7,29,11,7,8,6,7,8,7,8,7,6,6,6	US	CMCS	0	0	0
13.0	0	3	1	35	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0	0,-2,5,5,5,5;3,1,10,10,10,5;3,-1,10,15,10,10;6,2,15,20,15,15;4,5,15,25,15,15;9,8,15,30,15,15;14,6,20,35,15,15;19,9,20,40,15,20;24,12,20,40,13,25;29,10,20,45,13,30;34,15,25,50,18,35;34,15,25,50,23,40;39,18,25,55,23,45;44,23,30,60,23,50;44,26,30,60,23,55;44,26,28,60,23,55;44,31,31,60,23,55;44,31,34,60,28,55;49,36,37,65,28,55;54,36,40,70,33,55	equal	equal	2,4,0;2,3,1;1,3,0;1,5,0;4,1,3;2,5,1;4,1,5;4,2,5;0,4,1;0,3,1;1,3,0;1,4,2;0,5,1;5,2,3;5,2,4;1,5,2;5,2,3;2,5,0;2,5,0;1,5,2	0,0,1;0,0,0;0,1,0;1,1,1;0,1,1;0,0,1;0,0,0;0,0,1;1,0,1;1,1,0;1,1,1;0,1,0;1,1,1;1,1,1;0,1,1;1,1,1;1,0,1;0,1,1;0,1,0;1,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1	5,10,10,15,20,20,20,20,25,30,35,40,45,50,50,50,50,50,50,50	26,14,8,12,16,8,6,5,10,15,9,8,6,9,12,7,5,6,5,12	CO	Telefonica	1	0	1
14.0	0	3	2	33	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1	0,-2,5,5,5,5;3,1,10,10,10,5;3,-1,10,15,10,10;6,2,15,20,15,15;4,5,15,25,15,15;9,8,15,30,15,15;14,6,20,35,15,15;19,9,20,40,15,20;24,12,20,40,13,25;29,10,20,45,13,30;34,15,25,50,18,35;34,15,25,50,23,40;39,18,25,55,23,45;44,23,30,60,23,50;44,26,30,60,23,55;44,26,28,60,23,55;44,31,31,60,23,55;44,31,34,60,28,55;49,36,37,65,28,55;54,36,40,70,33,55	equal	idk	3,0,4;5,2,0;1,5,4;2,5,0;0,2,1;4,5,3;1,4,2;3,4,2;0,2,1;3,4,5;0,1,4;5,0,1;0,1,5;2,0,1;3,0,4;0,1,2;3,2,1;2,3,5;1,0,5;1,4,3	0,1,0;1,0,0;0,1,0;1,1,1;0,0,1;0,0,1;0,0,1;1,0,0;1,0,1;1,0,1;1,1,1;1,0,0;1,1,1;1,1,1;1,1,1;1,1,1;1,0,0;0,1,1;0,0,1;1,0,0	0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1	0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1	5,3,1,6,6,6,11,9,12,15,20,20,23,28,26,26,31,31,34,32	46,13,7,15,16,5,6,5,5,11,7,8,5,4,8,4,5,8,7,9	US	UUNET	0	0	0
15.0	0	3	3	26	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0	0,-2,5,5,5,5;3,1,10,10,10,5;3,-1,10,15,10,10;6,2,15,20,15,15;4,5,15,25,15,15;9,8,15,30,15,15;14,6,20,35,15,15;19,9,20,40,15,20;24,12,20,40,13,25;29,10,20,45,13,30;34,15,25,50,18,35;34,15,25,50,23,40;39,18,25,55,23,45;44,23,30,60,23,50;44,26,30,60,23,55;44,26,28,60,23,55;44,31,31,60,23,55;44,31,34,60,28,55;49,36,37,65,28,55;54,36,40,70,33,55	equal	equal	4,1,2;2,1,0;1,2,0;3,4,5;2,0,1;0,1,2;4,5,1;1,2,0;4,5,1;1,2,0;4,2,1;4,5,0;1,0,4;5,3,0;5,3,0;2,1,3;4,5,1;2,0,3;5,4,1;2,1,0	0,1,0;0,0,0;0,0,0;1,1,1;0,0,1;1,1,0;0,0,0;1,0,1;0,1,1;0,0,1;1,1,1;1,1,0;1,1,0;1,1,1;0,1,1;1,1,1;1,1,0;0,1,1;1,1,0;0,1,0	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0	5,10,15,20,18,23,23,23,28,33,33,38,38,43,48,48,53,58,58,63	22,18,8,10,9,8,193,10,8,13,7,6,8,6,7,8,6,7,5,9	US	SPCS	0	0	0
16.0	0	3	4	35	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0	0,-2,5,5,5,5;3,1,10,10,10,5;3,-1,10,15,10,10;6,2,15,20,15,15;4,5,15,25,15,15;9,8,15,30,15,15;14,6,20,35,15,15;19,9,20,40,15,20;24,12,20,40,13,25;29,10,20,45,13,30;34,15,25,50,18,35;34,15,25,50,23,40;39,18,25,55,23,45;44,23,30,60,23,50;44,26,30,60,23,55;44,26,28,60,23,55;44,31,31,60,23,55;44,31,34,60,28,55;49,36,37,65,28,55;54,36,40,70,33,55	equal	equal	3,5,4;0,2,4;4,0,5;5,2,3;3,1,5;5,2,4;2,3,1;3,0,4;3,2,4;3,4,5;2,3,5;4,2,3;4,5,3;4,3,5;3,2,0;5,1,4;5,3,4;4,1,2;5,0,1;1,2,3	0,0,0;0,0,0;0,0,1;1,1,1;1,1,0;0,0,0;1,1,0;1,1,0;0,0,0;1,0,1;1,1,1;1,0,0;0,1,1;0,1,1;1,1,1;1,1,1;1,1,1;0,1,0;1,0,0;1,0,0	0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	5,10,10,10,10,10,10,10,10,10,8,6,6,6,11,16,21,26,31,36	22,22,8,7,11,8,9,8,6,26,12,7,8,6,8,6,6,5,5,9	US	SUDDENLINK-COMMUNICATIONS	0	0	0
17.0	0	3	5	38	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0	0,-2,5,5,5,5;3,1,10,10,10,5;3,-1,10,15,10,10;6,2,15,20,15,15;4,5,15,25,15,15;9,8,15,30,15,15;14,6,20,35,15,15;19,9,20,40,15,20;24,12,20,40,13,25;29,10,20,45,13,30;34,15,25,50,18,35;34,15,25,50,23,40;39,18,25,55,23,45;44,23,30,60,23,50;44,26,30,60,23,55;44,26,28,60,23,55;44,31,31,60,23,55;44,31,34,60,28,55;49,36,37,65,28,55;54,36,40,70,33,55	equal	less	4,2,3;2,4,0;4,0,3;5,3,4;1,2,0;3,5,4;1,0,2;4,1,5;2,0,3;3,2,4;4,5,3;5,4,3;1,0,2;5,0,3;1,5,3;0,4,2;0,2,1;2,1,0;4,3,5;4,1,3	0,0,0;0,0,0;0,0,1;1,1,1;1,0,0;1,0,0;0,1,1;0,1,1;0,1,0;1,0,0;1,1,1;1,1,0;1,1,0;1,1,1;0,0,1;1,1,1;1,0,0;0,1,1;1,0,1;0,1,0	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	5,8,8,8,8,8,8,8,8,8,8,8,8,8,13,18,23,28,33,38	26,13,10,7,366,7,6,4,4,5,5,4,5,4,7,5,5,3,3,6	US	COMCAST-7922	0	0	0
18.0	0	4	0	30	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0	3,5,5,5,5,5;1,10,3,10,10,8;-1,10,1,15,10,8;-1,15,6,20,10,8;-3,20,6,18,10,8;0,20,6,23,10,8;-2,20,11,23,10,8;-4,20,9,23,10,8;-6,25,12,28,10,8;-3,30,15,33,10,8;0,35,20,33,8,8;-2,40,20,38,6,8;1,45,23,38,6,8;4,50,28,43,6,8;2,50,26,48,11,13;5,50,26,48,16,18;3,50,31,53,21,23;6,50,31,58,26,28;4,50,34,58,31,33;7,50,32,63,36,38	equal	equal	0,1,5;1,4,3;1,0,2;2,1,0;1,0,2;4,5,3;2,1,0;0,1,2;0,2,1;0,1,2;4,5,3;5,4,3;4,3,5;4,5,3;3,5,4;2,1,0;3,5,4;4,3,5;4,5,3;2,0,1	0,0,0;0,0,0;0,0,0;1,1,0;1,0,0;0,0,1;1,0,0;0,0,0;0,1,1;1,1,1;0,0,0;0,0,1;0,0,0;0,0,1;0,0,0;1,1,0;0,0,0;0,0,0;0,0,1;1,0,1	0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0	5,10,10,10,10,8,8,8,8,8,11,16,21,26,26,31,31,36,36,41	23,7,9,6,19,10,5,5,4,12,6,4,4,4,11,7,60,4,4,12	US	LIGHTOWER	0	0	0
19.0	0	4	1	32	Male	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0	3,5,5,5,5,5;1,10,3,10,10,8;-1,10,1,15,10,8;-1,15,6,20,10,8;-3,20,6,18,10,8;0,20,6,23,10,8;-2,20,11,23,10,8;-4,20,9,23,10,8;-6,25,12,28,10,8;-3,30,15,33,10,8;0,35,20,33,8,8;-2,40,20,38,6,8;1,45,23,38,6,8;4,50,28,43,6,8;2,50,26,48,11,13;5,50,26,48,16,18;3,50,31,53,21,23;6,50,31,58,26,28;4,50,34,58,31,33;7,50,32,63,36,38	equal	less	5,1,4;2,1,0;0,2,1;2,3,4;3,4,5;5,4,3;0,2,1;5,4,3;0,2,1;5,4,0;0,1,2;1,0,2;1,2,0;2,1,0;2,1,0;2,1,0;1,0,2;1,2,0;2,1,0;0,2,1	0,0,0;1,0,1;0,0,0;1,1,0;0,0,0;0,0,1;0,1,0;0,0,0;0,1,1;0,0,1;1,1,1;1,0,0;1,1,1;1,1,1;1,1,1;1,1,0;1,1,0;1,1,0;0,1,1;0,1,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1	0,0,5,5,10,15,20,20,25,25,25,30,30,30,35,35,35,35,35,35	29,19,11,8,17,17,6,5,8,9,6,5,4,4,5,7,4,4,3,8	US	ATT-INTERNET4	0	0	0
20.0	0	4	2	22	Female	0	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0	3,5,5,5,5,5;1,10,3,10,10,8;-1,10,1,15,10,8;-1,15,6,20,10,8;-3,20,6,18,10,8;0,20,6,23,10,8;-2,20,11,23,10,8;-4,20,9,23,10,8;-6,25,12,28,10,8;-3,30,15,33,10,8;0,35,20,33,8,8;-2,40,20,38,6,8;1,45,23,38,6,8;4,50,28,43,6,8;2,50,26,48,11,13;5,50,26,48,16,18;3,50,31,53,21,23;6,50,31,58,26,28;4,50,34,58,31,33;7,50,32,63,36,38	equal	equal	0,1,4;1,0,2;5,4,3;2,4,0;2,1,5;5,3,0;1,0,4;4,0,3;0,5,3;5,4,3;2,5,3;1,3,0;5,4,3;0,4,2;4,2,5;2,1,0;4,2,5;3,4,5;4,3,5;2,3,0	0,0,0;0,1,1;0,0,1;1,0,0;0,1,0;0,1,1;0,0,0;0,0,0;0,0,1;0,0,1;1,0,0;1,1,0;0,0,0;1,0,1;0,1,0;1,1,0;0,0,0;0,0,0;0,1,0;1,0,0	0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0	5,10,10,10,10,8,8,8,8,8,11,16,16,21,26,26,31,36,41,46	19,10,10,9,13,11,9,9,7,7,9,7,6,7,6,7,6,5,6,8	GB	JANET	1	0	1
21.0	0	4	3	53	Female	1	0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0	0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0	3,5,5,5,5,5;1,10,3,10,10,8;-1,10,1,15,10,8;-1,15,6,20,10,8;-3,20,6,18,10,8;0,20,6,23,10,8;-2,20,11,23,10,8;-4,20,9,23,10,8;-6,25,12,28,10,8;-3,30,15,33,10,8;0,35,20,33,8,8;-2,40,20,38,6,8;1,45,23,38,6,8;4,50,28,43,6,8;2,50,26,48,11,13;5,50,26,48,16,18;3,50,31,53,21,23;6,50,31,58,26,28;4,50,34,58,31,33;7,50,32,63,36,38	idk	equal	5,0,4;2,0,5;3,4,1;3,5,4;2,1,0;4,2,1;0,5,3;2,1,5;2,4,0;5,2,3;4,3,5;0,1,2;5,1,3;0,4,2;4,0,5;2,1,0;3,4,5;0,5,3;2,1,0;4,5,3	0,0,0;1,1,0;1,0,0;1,0,0;0,1,0;0,0,0;0,0,0;0,0,0;1,0,0;0,1,1;0,0,0;0,1,0;0,1,0;1,0,1;0,1,0;1,1,0;0,0,0;0,0,0;0,1,1;0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0	5,5,5,5,5,5,5,5,5,10,10,10,10,15,20,20,25,30,30,35	28,13,12,9,21,8,18,7,7,16,7,6,5,7,7,6,9,6,5,15	US	INS-AS	0	0	0
